size	state	dataset	V7	pacbio_frag_ID	steps	inter_chr	inter_char_proportion	num_chr	max_span	min_coordinate	max_coordinate	max_int_dist	min_int_dist	sum_dists	first_to_last_frag_dist	chr	different_compartment_ints_number	number_of_compartment_types	compartment	number_of_compartments	different_compartment_index_ints_number	first_compartment	percentage_downstream	number_of_simplified_chrom_states	simplified_chrom_state	class	full_dataset_ID
short	ns	21SEP	108422	ns_21SEP_short_108422	2	1	0.5	2	NA	8872657	122882509	101122	101122	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	108463	ns_21SEP_short_108463	1	1	1	2	NA	71375016	183864452	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	108492	ns_21SEP_short_108492	4	0	0	1	40402884	26260235	66664309	40402884	73478	41286654	39519114	chr13	3	2	non_unique_compartment	4	3	minus	0.25	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	108523	ns_21SEP_short_108523	3	1	0.3333333333333333	2	NA	33617367	167010166	1209798	12728	NA	NA	*	2	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	108605	ns_21SEP_short_108605	3	0	0	1	396151	190156251	190553574	396151	21935	666813	169359	chr1	0	1	minus	1	0	minus	0.3333333333333333	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	108673	ns_21SEP_short_108673	3	1	0.3333333333333333	2	NA	83638242	130384299	225692	114610	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	108706	ns_21SEP_short_108706	2	0	0	1	449351	78372452	78822480	449351	56112	505463	393239	chr5	0	1	plus	1	0	plus	0.5	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	108810	ns_21SEP_short_108810	5	0	0	1	20099608	154681899	174781899	20099608	245468	24020063	16670089	chr3	0	1	minus	3	2	minus	0.6	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	108898	ns_21SEP_short_108898	1	1	1	2	NA	68582829	85314801	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	108914	ns_21SEP_short_108914	4	1	0.25	2	NA	30753816	174810200	19189984	191865	NA	NA	*	2	2	non_unique_compartment	4	3	minus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	109020	ns_21SEP_short_109020	1	0	0	1	37956083	5341070	43297369	37956083	37956083	37956083	37956083	chr5	0	1	plus	2	1	plus	1	1	Active	1	ns short 21SEP
short	ns	21SEP	109077	ns_21SEP_short_109077	3	1	0.3333333333333333	2	NA	50171529	58937215	721872	239010	NA	NA	*	0	1	minus	2	1	minus	NA	1	Inactive	2	ns short 21SEP
short	ns	21SEP	109108	ns_21SEP_short_109108	1	1	1	2	NA	11019434	66031245	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	109111	ns_21SEP_short_109111	3	1	0.3333333333333333	2	NA	29911128	82010897	986633	14450	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	109134	ns_21SEP_short_109134	2	0	0	1	243111	118847722	119091010	170348	72763	243111	243111	chr9	1	2	non_unique_compartment	2	1	plus	1	1	Active	1	ns short 21SEP
short	ns	21SEP	109174	ns_21SEP_short_109174	1	1	1	2	NA	38295090	124460865	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	1	Inactive	2	ns short 21SEP
short	ns	21SEP	109206	ns_21SEP_short_109206	4	0	0	1	667745	31230257	31898124	429592	18662	1030303	649083	chr7	0	1	minus	1	0	minus	0.5	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	109221	ns_21SEP_short_109221	3	1	0.3333333333333333	2	NA	61323109	166637690	1175906	942525	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	109327	ns_21SEP_short_109327	5	0	0	1	74599976	82171562	156771978	74599976	102871	75661398	74268930	chr7	1	2	non_unique_compartment	3	2	plus	0.6	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	109389	ns_21SEP_short_109389	2	0	0	1	110276	165705513	165815894	66664	43612	110276	110276	chr2	1	2	non_unique_compartment	2	1	minus	0	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	109415	ns_21SEP_short_109415	5	1	0.2	2	NA	19506635	182896407	4258206	5262	NA	NA	*	0	1	plus	3	3	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	109419	ns_21SEP_short_109419	3	0	0	1	17593560	81302980	98898306	17592202	1358	17699744	17487376	chr4	0	1	minus	2	1	minus	0.6666666666666666	1	NA	1	ns short 21SEP
short	ns	21SEP	109426	ns_21SEP_short_109426	1	0	0	1	150958	44893035	45044320	150958	150958	150958	150958	chr5	0	1	minus	1	0	minus	1	1	Active	1	ns short 21SEP
short	ns	21SEP	109504	ns_21SEP_short_109504	5	0	0	1	30861792	11554822	42416771	28525608	145107	33124716	28889082	chr5	0	1	minus	3	3	minus	0.2	1	Active	1	ns short 21SEP
short	ns	21SEP	109525	ns_21SEP_short_109525	6	0	0	1	3194699	53973505	57168477	3194699	4320	3302026	3121946	chr12	0	1	plus	2	1	plus	0.6666666666666666	1	Active	1	ns short 21SEP
short	ns	21SEP	109556	ns_21SEP_short_109556	1	0	0	1	3054557	79081525	82138559	3054557	3054557	3054557	3054557	chr1	1	2	non_unique_compartment	2	1	minus	0	1	Active	1	ns short 21SEP
short	ns	21SEP	109582	ns_21SEP_short_109582	1	1	1	2	NA	20903045	165555025	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	109706	ns_21SEP_short_109706	7	3	0.42857142857142855	2	NA	7154853	54826968	14173041	1867	NA	NA	*	4	2	non_unique_compartment	4	6	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	109713	ns_21SEP_short_109713	3	3	1	2	NA	7009907	188696306	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	4	3	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	109752	ns_21SEP_short_109752	5	0	0	1	2457607	166264412	168722452	1444694	5961	2693498	2451646	chr1	1	2	non_unique_compartment	2	1	plus	0.4	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	109846	ns_21SEP_short_109846	1	1	1	2	NA	71925382	189386571	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	109910	ns_21SEP_short_109910	3	0	0	1	448379	173004468	173454063	448379	16056	525759	370999	chr1	0	1	plus	1	0	plus	0.6666666666666666	1	Active	1	ns short 21SEP
short	ns	21SEP	110014	ns_21SEP_short_110014	3	1	0.3333333333333333	2	NA	72724307	80708026	282353	14603	NA	NA	*	0	1	plus	2	1	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110148	ns_21SEP_short_110148	6	0	0	1	93599460	44209648	137810419	93048160	31923	187374568	175648	chr7	2	2	non_unique_compartment	3	3	plus	0.3333333333333333	1	Active	1	ns short 21SEP
short	ns	21SEP	110187	ns_21SEP_short_110187	3	2	0.6666666666666666	2	NA	3258965	140454344	31532819	31532819	NA	NA	*	0	1	plus	3	3	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110215	ns_21SEP_short_110215	3	2	0.6666666666666666	2	NA	25004474	42297381	86082	86082	NA	NA	*	0	1	plus	2	2	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	110217	ns_21SEP_short_110217	2	1	0.5	2	NA	30979539	70600556	14295286	14295286	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	110264	ns_21SEP_short_110264	2	0	0	1	2414564	83093333	85508952	2414564	1418783	3833347	995781	chr8	0	1	minus	1	0	minus	0.5	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	110265	ns_21SEP_short_110265	2	1	0.5	2	NA	108249600	173267799	154710	154710	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110283	ns_21SEP_short_110283	2	1	0.5	2	NA	26911360	182257396	18392	18392	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	110317	ns_21SEP_short_110317	4	0	0	1	839534	115610890	116451017	759067	15024	927671	751397	chr11	0	1	minus	1	0	minus	0.25	1	NA	1	ns short 21SEP
short	ns	21SEP	110402	ns_21SEP_short_110402	4	2	0.5	2	NA	3497105	107796562	121064	46320	NA	NA	*	0	1	minus	2	2	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110414	ns_21SEP_short_110414	4	1	0.25	2	NA	7999036	63995061	55995350	75967	NA	NA	*	0	1	minus	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110422	ns_21SEP_short_110422	1	0	0	1	273323	175882236	176155850	273323	273323	273323	273323	chr5	0	1	plus	1	0	plus	0	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	110435	ns_21SEP_short_110435	3	0	0	1	9081493	145634104	154716056	8862646	218847	17788240	374746	chr5	2	2	non_unique_compartment	2	2	minus	0.3333333333333333	1	Active	1	ns short 21SEP
short	ns	21SEP	110480	ns_21SEP_short_110480	3	1	0.3333333333333333	2	NA	13704104	112672606	808187	18700	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110528	ns_21SEP_short_110528	6	2	0.3333333333333333	2	NA	116860615	170403783	23037185	2097266	NA	NA	*	4	2	non_unique_compartment	5	6	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110601	ns_21SEP_short_110601	5	0	0	1	3445456	198632043	202078813	2250055	6627	3682470	3445456	chr2	1	2	non_unique_compartment	2	1	minus	0.6	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	110697	ns_21SEP_short_110697	4	2	0.5	2	NA	112848555	240477044	125694036	1897888	NA	NA	*	2	2	non_unique_compartment	3	3	minus	NA	3	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110726	ns_21SEP_short_110726	1	0	0	1	14177002	11169704	25349175	14177002	14177002	14177002	14177002	chr9	0	1	minus	2	1	minus	1	1	Inactive	1	ns short 21SEP
short	ns	21SEP	110733	ns_21SEP_short_110733	3	1	0.3333333333333333	2	NA	6748702	50107822	7802024	175480	NA	NA	*	1	2	non_unique_compartment	3	2	plus	NA	3	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110776	ns_21SEP_short_110776	5	0	0	1	30299568	95343787	125643542	28488056	7082801	84896392	5169188	chr9	1	2	non_unique_compartment	5	5	plus	0.4	1	Active	1	ns short 21SEP
short	ns	21SEP	110806	ns_21SEP_short_110806	3	1	0.3333333333333333	2	NA	80124017	153552626	285717	8966	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	110815	ns_21SEP_short_110815	1	0	0	1	53400	10974120	11029551	53400	53400	53400	53400	chr8	1	2	non_unique_compartment	2	1	minus	1	1	Active	1	ns short 21SEP
short	ns	21SEP	110822	ns_21SEP_short_110822	8	2	0.25	2	NA	10010051	75424955	3641579	1927	NA	NA	*	0	1	minus	4	6	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110911	ns_21SEP_short_110911	1	1	1	2	NA	104644560	169406594	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	110986	ns_21SEP_short_110986	2	0	0	1	72083931	17389597	89475315	72083931	62765953	134849884	9317978	chr3	2	2	non_unique_compartment	3	2	minus	0.5	1	Inactive	1	ns short 21SEP
short	ns	21SEP	111084	ns_21SEP_short_111084	1	1	1	2	NA	18800459	30868885	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	111118	ns_21SEP_short_111118	3	2	0.6666666666666666	2	NA	35318510	46564827	2391334	2391334	NA	NA	*	2	2	non_unique_compartment	3	3	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	111410	ns_21SEP_short_111410	2	0	0	1	638096	26960838	27599939	638096	471052	1109148	167044	chrX	0	1	minus	1	0	minus	0.5	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	111419	ns_21SEP_short_111419	2	1	0.5	2	NA	21086835	43361628	1046430	1046430	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	3	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	111446	ns_21SEP_short_111446	7	2	0.2857142857142857	2	NA	15934242	109232053	1026326	558	NA	NA	*	2	2	non_unique_compartment	4	5	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	111458	ns_21SEP_short_111458	3	0	0	1	11962062	59947486	71909727	11949539	12523	12123336	11800788	chr5	0	1	plus	2	1	plus	0.3333333333333333	1	Active	1	ns short 21SEP
short	ns	21SEP	111586	ns_21SEP_short_111586	2	1	0.5	2	NA	20794777	83956144	8228488	8228488	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	111594	ns_21SEP_short_111594	3	2	0.6666666666666666	2	NA	33202992	174956551	141753340	141753340	NA	NA	*	2	2	non_unique_compartment	3	3	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	111637	ns_21SEP_short_111637	1	0	0	1	7981875	50998352	58983060	7981875	7981875	7981875	7981875	chr2	0	1	minus	2	1	minus	1	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	111651	ns_21SEP_short_111651	1	0	0	1	68776	27802439	27874754	68776	68776	68776	68776	chrX	0	1	minus	1	0	minus	1	1	Inactive	1	ns short 21SEP
short	ns	21SEP	111696	ns_21SEP_short_111696	4	1	0.25	2	NA	14437812	51930176	32149755	38547	NA	NA	*	1	3	non_unique_compartment	3	1	NA	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	111722	ns_21SEP_short_111722	1	0	0	1	125222	101246868	101373477	125222	125222	125222	125222	chr9	0	1	plus	1	0	plus	0	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	111811	ns_21SEP_short_111811	2	0	0	1	18506860	63633887	82141432	18506860	18489700	36996560	17160	chr12	0	1	minus	2	2	minus	0.5	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	111825	ns_21SEP_short_111825	6	2	0.3333333333333333	2	NA	88299169	114365499	21238053	154850	NA	NA	*	2	2	non_unique_compartment	5	4	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	111829	ns_21SEP_short_111829	7	1	0.14285714285714285	2	NA	89530364	96946689	1177533	194174	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	111875	ns_21SEP_short_111875	5	0	0	1	5745318	60324635	66070322	5745318	3431	11402039	95459	chr15	2	2	non_unique_compartment	2	2	plus	0.6	1	Active	1	ns short 21SEP
short	ns	21SEP	111904	ns_21SEP_short_111904	2	1	0.5	2	NA	90153005	106574220	944335	944335	NA	NA	*	0	1	plus	3	2	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	111944	ns_21SEP_short_111944	2	0	0	1	14522442	57933370	72457052	14522442	14487489	29009931	34953	chr14	0	1	minus	2	2	minus	0.5	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	111954	ns_21SEP_short_111954	3	2	0.6666666666666666	2	NA	85808821	162367166	562230	562230	NA	NA	*	0	1	minus	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	111965	ns_21SEP_short_111965	5	2	0.4	2	NA	80655705	175688414	407673	16479	NA	NA	*	0	1	minus	2	2	minus	NA	3	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	111984	ns_21SEP_short_111984	3	0	0	1	1692852	71627411	73321442	1692852	495725	3274357	111347	chr14	2	2	non_unique_compartment	3	3	minus	0.6666666666666666	1	Active	1	ns short 21SEP
short	ns	21SEP	112014	ns_21SEP_short_112014	5	2	0.4	2	NA	11291826	41924407	13319794	2405	NA	NA	*	2	2	non_unique_compartment	3	3	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	112017	ns_21SEP_short_112017	2	0	0	1	1125881	83971875	85098322	858411	267470	1125881	1125881	chr10	0	1	minus	1	0	minus	1	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	112116	ns_21SEP_short_112116	4	0	0	1	439600	46285810	46725792	271173	107869	750222	128978	chr18	0	1	plus	1	0	plus	0.5	1	Active	1	ns short 21SEP
short	ns	21SEP	112129	ns_21SEP_short_112129	4	0	0	1	222010157	23800049	245810504	222010157	518139	225003791	220052801	chr1	1	2	non_unique_compartment	3	2	plus	0.5	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	112140	ns_21SEP_short_112140	1	1	1	2	NA	67134471	87605561	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	112148	ns_21SEP_short_112148	2	0	0	1	379548	115339824	115720634	276494	103054	379548	379548	chr6	0	1	minus	1	0	minus	1	1	Inactive	1	ns short 21SEP
short	ns	21SEP	112233	ns_21SEP_short_112233	3	2	0.6666666666666666	2	NA	97717510	130725616	2075341	2075341	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	112257	ns_21SEP_short_112257	2	0	0	1	1507250	67100502	68608137	1445774	61476	1507250	1507250	chr17	0	1	minus	1	0	minus	0	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	112352	ns_21SEP_short_112352	4	2	0.5	2	NA	100204373	210377220	11261728	1393973	NA	NA	*	1	2	non_unique_compartment	4	4	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	112375	ns_21SEP_short_112375	5	2	0.4	2	NA	3954270	137771642	19843131	2301	NA	NA	*	0	1	plus	3	3	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	112400	ns_21SEP_short_112400	5	1	0.2	2	NA	106647455	144196899	1051387	50933	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	112603	ns_21SEP_short_112603	1	0	0	1	1205629	109941084	111149937	1205629	1205629	1205629	1205629	chr5	0	1	minus	1	0	minus	0	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	112611	ns_21SEP_short_112611	6	1	0.16666666666666666	2	NA	41755790	103335080	28519641	11082	NA	NA	*	0	1	plus	3	2	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	112684	ns_21SEP_short_112684	3	2	0.6666666666666666	2	NA	8084542	176611894	26865744	26865744	NA	NA	*	2	2	non_unique_compartment	3	3	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	112702	ns_21SEP_short_112702	4	0	0	1	573791	168111025	168686281	281009	12172	700879	446703	chr2	0	1	minus	1	0	minus	0.25	1	Inactive	1	ns short 21SEP
short	ns	21SEP	112805	ns_21SEP_short_112805	5	1	0.2	2	NA	49094818	74463686	381046	12208	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	112807	ns_21SEP_short_112807	3	0	0	1	1481632	80183459	81666907	955917	22032	1481632	1481632	chr4	0	1	minus	1	0	minus	1	1	Inactive	1	ns short 21SEP
short	ns	21SEP	112845	ns_21SEP_short_112845	1	0	0	1	9111367	77395315	86508116	9111367	9111367	9111367	9111367	chr12	1	2	non_unique_compartment	2	1	plus	0	1	Inactive	1	ns short 21SEP
short	ns	21SEP	112932	ns_21SEP_short_112932	3	0	0	1	868598	9718487	10588501	868598	498032	1974613	758647	chrX	0	1	plus	1	0	plus	0.3333333333333333	1	Active	1	ns short 21SEP
short	ns	21SEP	113044	ns_21SEP_short_113044	5	2	0.4	2	NA	58327872	137778026	47002686	27195944	NA	NA	*	2	2	non_unique_compartment	4	5	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113069	ns_21SEP_short_113069	1	0	0	1	13429063	98209048	111641704	13429063	13429063	13429063	13429063	chr1	0	1	plus	2	1	plus	1	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	113107	ns_21SEP_short_113107	5	2	0.4	2	NA	7547515	53680623	1190218	10462	NA	NA	*	1	2	non_unique_compartment	3	3	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113119	ns_21SEP_short_113119	5	1	0.2	2	NA	1949940	25482674	697841	79579	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113142	ns_21SEP_short_113142	3	1	0.3333333333333333	2	NA	105509208	157776187	15376	12585	NA	NA	*	0	1	plus	2	1	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113154	ns_21SEP_short_113154	3	0	0	1	88499	4912393	5002369	88499	7559	112787	64211	chr18	0	1	minus	1	0	minus	0.6666666666666666	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	113235	ns_21SEP_short_113235	2	1	0.5	2	NA	116430108	126304083	1618985	1618985	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	3	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113238	ns_21SEP_short_113238	5	3	0.6	2	NA	14280713	60728520	1278446	9771	NA	NA	*	3	2	non_unique_compartment	4	4	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113251	ns_21SEP_short_113251	3	1	0.3333333333333333	2	NA	33030498	93341647	35087046	5458	NA	NA	*	2	2	non_unique_compartment	3	2	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113257	ns_21SEP_short_113257	6	2	0.3333333333333333	2	NA	14789669	60251786	3588063	42914	NA	NA	*	2	2	non_unique_compartment	3	3	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113284	ns_21SEP_short_113284	4	3	0.75	2	NA	10610218	238932865	1112901	1112901	NA	NA	*	3	2	non_unique_compartment	3	3	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113289	ns_21SEP_short_113289	2	1	0.5	2	NA	96926665	154790128	470053	470053	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113299	ns_21SEP_short_113299	2	0	0	1	25936644	204842940	230780395	25709204	227440	25936644	25936644	chr1	2	2	non_unique_compartment	3	2	plus	1	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	113659	ns_21SEP_short_113659	5	1	0.2	2	NA	155640883	179190871	8550933	41027	NA	NA	*	1	2	non_unique_compartment	5	4	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113663	ns_21SEP_short_113663	2	0	0	1	9272519	86922911	96197536	9272519	9263730	18536249	8789	chr12	0	1	plus	2	2	plus	0.5	1	Active	1	ns short 21SEP
short	ns	21SEP	113731	ns_21SEP_short_113731	2	1	0.5	2	NA	5221922	131914274	23008497	23008497	NA	NA	*	2	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	113739	ns_21SEP_short_113739	3	0	0	1	8616108	63333118	71950344	8614104	2004	9328046	7904170	chr10	0	1	plus	2	1	plus	0.6666666666666666	1	Active	1	ns short 21SEP
short	ns	21SEP	113762	ns_21SEP_short_113762	1	0	0	1	21043755	54080620	75124701	21043755	21043755	21043755	21043755	chrX	1	2	non_unique_compartment	2	1	plus	1	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	113764	ns_21SEP_short_113764	5	1	0.2	2	NA	68442037	128214499	23761554	35864	NA	NA	*	1	2	non_unique_compartment	3	3	minus	NA	1	Inactive	2	ns short 21SEP
short	ns	21SEP	113908	ns_21SEP_short_113908	3	0	0	1	55912492	19732779	75646809	55712669	199823	56326141	55498843	chr2	3	2	non_unique_compartment	4	3	minus	0.3333333333333333	1	Active	1	ns short 21SEP
short	ns	21SEP	113912	ns_21SEP_short_113912	3	1	0.3333333333333333	2	NA	16625140	77965270	26440440	51550	NA	NA	*	2	2	non_unique_compartment	3	2	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	113961	ns_21SEP_short_113961	2	1	0.5	2	NA	26418660	61998496	690605	690605	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	114058	ns_21SEP_short_114058	1	1	1	2	NA	23583229	45299333	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns short 21SEP
short	ns	21SEP	114060	ns_21SEP_short_114060	3	0	0	1	275270	88245322	88521018	275270	130260	672155	138905	chr1	1	2	non_unique_compartment	3	2	minus	0.6666666666666666	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	114097	ns_21SEP_short_114097	1	0	0	1	348325	61547103	61898500	348325	348325	348325	348325	chr7	0	2	non_unique_compartment	2	0	minus	0	1	Inactive	1	ns short 21SEP
short	ns	21SEP	114098	ns_21SEP_short_114098	3	0	0	1	17293838	12516977	29811459	17264978	28860	19621281	14966395	chr1	0	1	minus	3	2	minus	0.6666666666666666	1	Active	1	ns short 21SEP
short	ns	21SEP	114203	ns_21SEP_short_114203	1	0	0	1	91357	81226279	81318411	91357	91357	91357	91357	chr12	0	1	minus	1	0	minus	0	2	non_unique_chrom_state	1	ns short 21SEP
short	ns	21SEP	114260	ns_21SEP_short_114260	6	2	0.3333333333333333	2	NA	14053381	138200821	383722	119240	NA	NA	*	0	1	plus	2	2	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	114265	ns_21SEP_short_114265	2	0	0	1	516000	45871672	46389607	516000	138799	654799	377201	chr2	0	1	plus	1	0	plus	0.5	1	Active	1	ns short 21SEP
short	ns	21SEP	114327	ns_21SEP_short_114327	4	0	0	1	96804	148829818	148926951	96804	310	234955	41347	chr3	0	1	plus	1	0	plus	0.75	1	Active	1	ns short 21SEP
short	ns	21SEP	114331	ns_21SEP_short_114331	1	0	0	1	14725976	167515847	182243616	14725976	14725976	14725976	14725976	chr4	0	1	minus	2	1	minus	1	1	NA	1	ns short 21SEP
short	ns	21SEP	114369	ns_21SEP_short_114369	2	2	1	2	NA	23171495	92755260	-Inf	Inf	NA	NA	*	0	1	plus	3	2	plus	NA	2	non_unique_chrom_state	2	ns short 21SEP
short	ns	21SEP	114379	ns_21SEP_short_114379	3	0	0	1	12844486	56173316	69018361	9126257	363660	13208146	12480826	chr10	2	2	non_unique_compartment	3	2	minus	0.6666666666666666	1	Active	1	ns short 21SEP
short	ns	21SEP	114413	ns_21SEP_short_114413	4	0	0	1	1795428	5176769	6972495	1627183	224910	3756747	283929	chr17	0	1	plus	2	2	plus	0.5	1	Active	1	ns short 21SEP
